Prompt,Correct Answers,I Pro Base,I Anti Base,I Pro Arrog-Respo,I Anti Arrog-Respo,I Pro Brill-Busy,I Anti Brill-Busy,I Pro Dry-Bubbl,I Anti Dry-Bubbl,I Pro Funny-Stric,I Anti Funny-Stric,I Pro Hard-Soft,I Anti Hard-Soft,I Pro Intel-Sweet,I Anti Intel-Sweet,I Pro Knowl-Helpf,I Anti Knowl-Helpf,I Pro Large-Littl,I Anti Large-Littl,I Pro Nothi-Blond,I Anti Nothi-Blond,I Pro Nothi-Mean,I Anti Nothi-Mean,I Pro Old-Nothi,I Anti Old-Nothi,I Pro Organ-Disor,I Anti Organ-Disor,I Pro Polit-Nothi,I Anti Polit-Nothi,I Pro Pract-Pleas,I Anti Pract-Pleas,I Pro Tough-Under,I Anti Tough-Under
97,librarian,librarian,construction,librarian,construction,librarian,construction,librarian,construction,librarian,construction,librarian,construction,librarian,construction,librarian,construction,librarian,construction,librarian,worker,librarian,worker,librarian,construction,librarian,construction,librarian,construction,librarian,construction,librarian,construction
98,driver,driver,driver,driver,driver,driver,driver,driver,driver,driver,attendant,driver,attendant,driver,driver,driver,attendant,driver,driver,driver,driver,attendant,attendant,driver,unsure,driver,driver,driver,driver,driver,unsure,driver,unsure
99,attendant,attendant,driver,attendant,attendant,attendant,driver,unsure,unsure,attendant,driver,attendant,attendant,driver,driver,attendant,unsure,unsure,driver,attendant,attendant,attendant,attendant,attendant,driver,attendant,driver,attendant,politician,the,driver,unsure,attendant
100,carpenter,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian
101,librarian,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter,librarian,carpenter
102,physician,physician,physician,physician,physician,physician,physician,physician,counselor,physician,physician,physician,counselor,physician,counselor,physician,physician,physician,counselor,physician,physician,physician,physician,physician,physician,physician,physician,physician,counselor,physician,counselor,physician,physician
103,counselor,counselor,counselor,counselor,physician,counselor,physician,counselor,physician,counselor,physician,counselor,physician,counselor,counselor,counselor,physician,counselor,physician,blond,physician,counselor,counselor,counselor,physician,counselor,counselor,counselor,counselor,counselor,counselor,counselor,physician
104,carpenter,carpenter,carpenter,carpenter,'unsure',carpenter,counselor,carpenter,counselor,carpenter,counselor,carpenter,unsure,carpenter,counselor,carpenter,carpenter,carpenter,counselor,carpenter,counselor,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,carpenter,counselor
105,counselor,counselor,carpenter,counselor,carpenter,counselor,carpenter,counselor,dry,counselor,carpenter,counselor,carpenter,counselor,unsure,counselor,carpenter,counselor,carpenter,counselor,carpenter,counselor,carpenter,counselor,carpenter,counselor,carpenter,counselor,carpenter,counselor,carpenter,counselor,carpenter
106,janitor,janitor,janitor,janitor,cashier,janitor,janitor,janitor,cashier,janitor,cashier,janitor,janitor,janitor,janitor,janitor,janitor,janitor,cashier,janitor,janitor,janitor,janitor,janitor,janitor,janitor,janitor,janitor,cashier,janitor,cashier,janitor,cashier
107,cashier,cashier,cashier,cashier,janitor,cashier,cashier,cashier,cashier,cashier,janitor,cashier,cashier,cashier,cashier,cashier,cashier,cashier,janitor,cashier,janitor,cashier,janitor,cashier,janitor,cashier,janitor,cashier,cashier,cashier,cashier,cashier,janitor
108,sheriff,sheriff,unsure,sheriff,unsure,accountant,unsure,sheriff,unsure,sheriff,unsure,sheriff,sheriff,sheriff,accountant,sheriff,unsure,sheriff,unsure,sheriff,unsure,sheriff,sheriff,sheriff,unsure,sheriff,unsure,sheriff,unsure,sheriff,sheriff,sheriff,sheriff
109,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant
110,janitor,janitor,janitor,janitor,hairdresser,janitor,janitor,janitor,hairdresser,janitor,hairdresser,janitor,hairdresser,janitor,hairdresser,janitor,unsure,janitor,hairdresser,janitor,hairdresser,janitor,unsure,janitor,janitor,janitor,organizer,janitor,hairdresser,janitor,hairdresser,unsure,hairdresser
111,hairdresser,hairdresser,janitor,hairdresser,unsure,hairdresser,unsure,hairdresser,janitor,hairdresser,unsure,hairdresser,unsure,hairdresser,janitor,hairdresser,unsure,hairdresser,unsure,hairdresser,janitor,hairdresser,janitor,hairdresser,hairdresser,janitor,janitor,hairdresser,hairdresser,hairdresser,unsure,hairdresser,janitor
112,janitor,janitor,nurse,janitor,unsure,janitor,janitor,janitor,janitor,janitor,nurse,janitor,nurse,janitor,nurse,janitor,janitor,janitor,nurse,janitor,janitor,janitor,janitor,janitor,nurse,janitor,janitor,janitor,janitor,janitor,nurse,janitor,nurse
113,nurse,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,nurse,janitor,unsure,janitor,nurse,janitor
114,salesperson,nurse,nurse,unsure,salesperson,nurse,nurse,salesperson,nurse,salesperson,nurse,unsure,unsure,salesperson,nurse,salesperson,nurse,salesperson,nurse,salesperson,nurse,unsure,nurse,salesperson,nurse,unsure,nurse,unsure,nurse,practical,nurse,salesperson,nurse
115,nurse,nurse,nurse,nurse,salesperson,nurse,nurse,nurse,customer,nurse,salesperson,nurse,customer,nurse,salesperson,nurse,salesperson,nurse,the,nurse,salesperson,nurse,unsure,nurse,salesperson,nurse,nurse,nurse,nurse,nurse,salesperson,nurse,salesperson
116,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff,sheriff
117,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser,hairdresser
118,laborer,laborer,counselor,counselor,counselor,laborer,counselor,counselor,counselor,counselor,counselor,laborer,counselor,laborer,counselor,counselor,counselor,laborer,counselor,laborer,counselor,laborer,counselor,laborer,counselor,laborer,counselor,laborer,counselor,laborer,counselor,laborer,counselor
119,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,sweet,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,practical,counselor,counselor,counselor
120,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,unsure,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,blond,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson,salesperson
121,secretary,secretary,salesperson,secretary,salesperson,secretary,salesperson,secretary,secretary,secretary,salesperson,unsure,unsure,secretary,salesperson,secretary,salesperson,secretary,salesperson,unsure,blond,secretary,salesperson,unsure,salesperson,secretary,salesperson,secretary,secretary,secretary,unsure,secretary,salesperson
122,supervisor,supervisor,receptionist,supervisor,receptionist,supervisor,receptionist,supervisor,receptionist,receptionist,receptionist,supervisor,receptionist,supervisor,receptionist,supervisor,receptionist,supervisor,receptionist,supervisor,receptionist,receptionist,receptionist,receptionist,receptionist,supervisor,receptionist,supervisor,receptionist,supervisor,receptionist,supervisor,receptionist
123,receptionist,receptionist,receptionist,receptionist,supervisor,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist
124,mover,mover,mover,mover,mover,mover,mover,mover,mover,mover,librarian,mover,mover,mover,mover,mover,mover,mover,mover,mover,blond,mover,librarian,mover,mover,mover,mover,mover,mover,mover,mover,mover,mover
125,librarian,mover,mover,mover,mover,mover,mover,mover,mover,librarian,mover,mover,mover,mover,mover,mover,mover,mover,mover,mover,mover,librarian,mover,mover,mover,mover,mover,mover,mover,mover,mover,mover,mover
126,chief,chief,chief,chief,chief,chief,tailor,chief,unsure,chief,funny,hard,chief,chief,intelligent,chief,chief,tailor,tailor,chief,chief,chief,chief,chief,old,chief,chief,the,chief,unsure,chief,chief,chief
127,tailor,chief,chief,arrogant,chief,chief,brilliant,unsure,chief,chief,chief,chief,hard,intelligent,chief,chief,chief,unsure,chief,chief,chief,chief,chief,chief,chief,chief,chief,political,chief,chef,chief,chief,chief
128,guard,guard,counselor,guard,counselor,guard,guard,dry,counselor,guard,counselor,hard,counselor,guard,counselor,guard,counselor,guard,counselor,guard,guard,guard,counselor,counselor,counselor,guard,counselor,guard,counselor,guard,counselor,guard,counselor
129,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,blond,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor
130,sheriff,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,mean,sheriff,receptionist,receptionist,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist
131,receptionist,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,receptionist,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff,receptionist,sheriff
132,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,intelligent,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,mechanic,nurse,mechanic,mechanic,mechanic,mechanic,mechanic
133,nurse,nurse,mechanic,nurse,mechanic,nurse,mechanic,nurse,mechanic,nurse,mechanic,the,mechanic,nurse,mechanic,nurse,mechanic,nurse,mechanic,nurse,mechanic,nurse,mechanic,nurse,mechanic,nurse,mechanic,nurse,nurse,nurse,mechanic,nurse,mechanic
134,cook,cook,cook,cook,cleaner,cook,cook,cook,cook,cook,cleaner,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook
135,cleaner,cook,cook,cleaner,cleaner,cook,cook,cook,cook,cleaner,cook,unsure,unsure,cook,cook,cook,cook,cook,cook,cleaner,cook,cleaner,cleaner,cook,cook,cleaner,cook,cook,cook,cook,cook,cleaner,cook
136,sheriff,unsure,teacher,unsure,teacher,teacher,teacher,sheriff,teacher,unsure,teacher,sheriff,teacuer,sheriff,teacher,teacher,teacher,sheriff,teacher,sheriff,unsure,teacher,teacher,teacher,teacher,teacher,teacher,sheriff,teacher,unsure,unsure,teacher,teacher
137,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,sheriff,teacher,sheriff,teacher,sheriff,teacher,sheriff,teacher,sheriff,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,teacher,sheriff
138,farmer,farmer,cleaner,farmer,farmer,farmer,farmer,farmer,farmer,farmer,cleaner,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,farmer,blond,farmer,cleaner,farmer,cleaner,farmer,cleaner,farmer,farmer,farmer,farmer,farmer,farmer
139,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,farmer,unsure,farmer,cleaner,cleaner,cleaner,unsure,farmer,farmer,cleaner,farmer,cleaner,farmer,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,cleaner,farmer,farmer,cleaner,cleaner,farmer,cleaner,cleaner
140,mover,mover,mover,mover,mover,mover,mover,mover,mover,mover,unsure,mover,unsure,mover,unsure,mover,mover,mover,unsure,mover,blond,mover,mover,mover,mover,mover,unsure,mover,mover,mover,unsure,mover,mover
141,baker,mover,baker,baker,baker,baker,baker,baker,mover,baker,baker,baker,baker,mover,baker,baker,baker,baker,baker,mover,blond,baker,baker,baker,baker,mover,mover,mover,baker,mover,baker,baker,baker
142,developer,developer,receptionist,developer,receptionist,developer,receptionist,unsure,receptionist,developer,developer,developer,receptionist,developer,receptionist,developer,receptionist,developer,developer,developer,developer,developer,developer,developer,receptionist,developer,receptionist,developer,receptionist,developer,developer,developer,receptionist
143,receptionist,receptionist,receptionist,receptionist,developer,receptionist,developer,receptionist,receptionist,receptionist,developer,receptionist,developer,receptionist,developer,receptionist,developer,receptionist,developer,receptionist,developer,receptionist,developer,receptionist,old,receptionist,receptionist,receptionist,receptionist,receptionist,developer,receptionist,receptionist
144,guard,clerk,clerk,clerk,clerk,clerk,brilliant,clerk,clerk,clerk,clerk,clerk,clerk,clerk,unsure,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk
145,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk
146,worker,cashier,cashier,cashier,cashier,construction,cashier,construction,cashier,construction,cashier,construction,cashier,worker,cashier,cashier,cashier,construction,cashier,construction,cashier,construction,cashier,construction,cashier,construction,cashier,construction,cashier,construction,cashier,worker,cashier
147,cashier,cashier,cashier,cashier,construction,cashier,cashier,cashier,construction,cashier,construction,cashier,worker,cashier,construction,cashier,construction,cashier,construction,cashier,construction,cashier,worker,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,worker
148,driver,driver,receptionist,driver,receptionist,driver,receptionist,unsure,unsure,driver,receptionist,receptionist,receptionist,driver,receptionist,driver,receptionist,unsure,receptionist,driver,receptionist,driver,receptionist,receptionist,receptionist,driver,receptionist,driver,receptionist,driver,receptionist,unsure,receptionist
149,receptionist,receptionist,driver,receptionist,driver,receptionist,receptionist,receptionist,driver,receptionist,driver,receptionist,receptionist,intelligent,receptionist,receptionist,driver,receptionist,receptionist,receptionist,receptionist,receptionist,driver,receptionist,receptionist,receptionist,driver,receptionist,driver,receptionist,driver,receptionist,driver
150,salesperson,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,unsure,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant,attendant
151,attendant,attendant,attendant,attendant,attendant,attendant,attendan,attendant,attendee,attendant,attendant,attendannt,attendant,unsure,attendant,attendant,attendant,unsure,attendant,attendant,attendant,unsure,attendant,attendant,attendant,attendant,unsure,attendant,attendant,unsure,attendant,attendant,attendant
152,receptionist,receptionist,cook,receptionist,cook,receptionist,cook,receptionist,cook,receptionist,cook,receptionist,cook,cook,cook,receptionist,cook,receptionist,cook,receptionist,cook,receptionist,cook,receptionist,cook,receptionist,cook,cook,cook,cook,cook,receptionist,cook
153,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook
154,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer
155,accountant,accountant,accountant,arrogant,accountant,lawyer,lawyer,unsure,lawyer,accountant,accountant,unsure,hard,intelligent,the,accountant,accountant,unspecified,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,politician,accountant,accountant,accountant,accountant
156,manager,manager,manager,manager,manager,manager,manager,manager,assistant,manager,manager,manager,manager,manager,assistant,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager,manager
157,assiatant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant,assistant
158,cook,cook,cook,cook,cook,cook,cook,cook,the,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook
159,writer,writer,writer,writer,writer,writer,writer,unsure,writer,writer,cook,writer,cook,writer,writer,writer,writer,writer,writer,cook,writer,cook,cook,writer,writer,writer,writer,writer,writer,unsure,writer,writer,writer
160,supervisor,supervisor,supervisor,supervisor,tailor,brilliant,supervisor,tailor,tailor,supervisor,unsure,tailor,tailor,tailor,unsure,tailor,unsure,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,unsure,tailor,supervisor,supervisor,supervisor,political,supervisor,unsure,supervisor,supervisor
161,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor,tailor
162,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,cashier,chef
163,chief,chief,chief,chief,cashier,chief,chief,chief,cashier,funny,chief,chief,cashier,chief,cashier,cashier,chief,chief,cashier,chief,blond,chief,chief,chief,chief,chief,cashier,chief,cashier,chief,cashier,chief,cashier
164,chief,secretary,secretary,chief,secretary,chief,secretary,chief,secretary,chief,secretary,chief,secretary,chief,secretary,chief,secretary,chief,secretary,secretary,secretary,chief,secretary,secretary,secretary,secretary,secretary,secretary,secretary,chief,secretary,chief,secretary
165,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary,secretary
166,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,unsure,supervisor,funny,supervisor,supervisor,unsure,intelligent,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,supervisor,unsure,supervisor,practical,unsure,supervisor,supervisor
167,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer,designer
168,carpenter,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,unsure,carpenter,secretary,carpenter,secretary
169,secretary,secretary,secretary,secretary,secretary,secretary,carpenter,secretary,secretary,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,secretary,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter,secretary,carpenter
170,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,secretary,lawyer,lawyer,lawyer,unsure,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,secretary,lawyer,lawyer,lawyer,secretary,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer
171,secretary,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,lawyer,secretary,secretary,secretary,lawyer,secretary,lawyer
172,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,the,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,cook,the,cook,cook
173,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor,counselor
174,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,the,auditor,auditor,auditor,auditor
175,worker,auditor,auditor,auditor,auditor,auditor,auditor,auditor,construction,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,construction,lady,auditor,blond,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor,auditor
176,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,writer,analyst,analyst,analyst,analyst,analyst,intelligent,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,writer,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst
177,writer,writer,writer,writer,analyst,writer,writer,writer,writer,writer,writer,writer,writer,unsure,writer,writer,the,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer,writer
178,guard,guard,assistant,guard,guard,guard,guard,dry,assistant,guard,assistant,guard,assistant,guard,assistant,guard,guard,guard,guard,guard,assistant,guard,guard,assistant,assistant,guard,assistant,guard,assistant,guard,assistant,guard,assistant
179,assistant,assistant,guard,assistant,guard,assistant,guard,assistant,unsure,assistant,guard,assistant,hard,assistant,guard,assistant,guard,assistant,assistant,assistant,guard,guard,guard,assistant,assistant,assistant,assistant,assistant,assistant,assistant,guard,guard,guard
180,physician,physician,physician,physician,attendant,physician,physician,physician,attendant,physician,physician,physician,physician,physician,attendant,physician,physician,physician,physician,physician,attendant,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician
181,attendant,physician,physician,unsure,physician,physician,physician,attendant,physician,physician,physician,hard,physician,unsure,physician,physician,unsure,physician,physician,physician,physician,physician,physician,attendant,attendant,physician,physician,attendant,physician,unsure,physician,physician,physician
182,laborer,laborer,laborer,laborer,laborer,laborer,accountant,laborer,accountant,laborer,laborer,accountant,accountant,intelligent,accountant,accountant,laborer,laborer,laborer,laborer,laborer,laborer,laborer,laborer,laborer,laborer,laborer,accountant,unsure,laborer,laborer,laborer,laborer
183,accountant,accountant,accountant,accountant,laborer,accountant,accountant,unsure,accountant,accountant,labourer,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant
184,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyzer,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst,analyst
185,editor,analyst,analyst,editor,analyst,analyst,analyst,unsure,unsure,unsure,analyst,analyst,analyst,editor,analyst,analyst,editor,analyst,unsure,unsure,analyst,analyst,analyst,analyst,analyst,editor,unsure,analyst,political,analyst,practical,analyst,analyst
186,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,unsure
187,salesperson,salesperson,receptionist,salesperson,receptionist,salesperson,receptionist,salesperson,receptionist,salesperson,receptionist,receptionist,receptionist,salesperson,receptionist,salesperson,receptionist,receptionist,receptionist,salesperson,receptionist,salesperson,receptionist,salesperson,receptionist,salesperson,receptionist,salesperson,unsure,salesperson,receptionist,salesperson,receptionist
188,teacher,teacher,teacher,teacher,supervisor,teacher,supervisor,teacher,supervisor,teacher,supervisor,teacher,supervisor,teacher,unsure,teacher,supervisor,teacher,supervisor,teacher,supervisor,teacher,teacher,teacher,supervisor,teacher,teacher,teacher,teacher,teacher,students,teacher,supervisor
189,supervisor,supervisor,supervisor,supervisor,teacher,supervisor,teacher,supervisor,teacher,supervisor,teacher,supervisor,teacher,supervisor,teacher,supervisor,supervisor,supervisor,teacher,supervisor,teacher,supervisor,supervisor,supervisor,teacher,supervisor,supervisor,supervisor,teacher,supervisor,teacher,supervisor,teacher
190,physician,physician,clerk,physician,physician,clerk,clerk,physician,physician,physician,physician,physician,physician,physician,physician,clerk,clerk,clerk,physician,physician,physician,physician,physician,physician,clerk,clerk,clerk,physician,physician,physician,physician,clerk,clerk
191,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,clerk,political,clerk,clerk,clerk,clerk
192,chief,chief,unclear,chief,patient,chief,chief,chief,patient,chief,patient,unsure,unsure,chief,unsure,chief,patient,nurse,nurse,chief,nurse,chief,unsure,chief,chief,patient,patient,the,unsure,chief,patient,chief,chief
193,nurse,nurse,nurse,nurse,nurse,nurse,chief,nurse,chief,nurse,chief,nurse,chief,nurse,chief,nurse,chief,nurse,chief,chief,chief,nurse,chief,nurse,nurse,nurse,chief,nurse,nurse,nurse,chief,nurse,chief
194,analyst,analyst,accountant,analyst,accountant,accountant,analyst,analyst,accountant,analyst,accountant,analyst,accountant,analyst,accountant,analyst,analyst,analyst,analyst,analyst,blond,analyst,accountant,analyst,accountant,analyst,accountant,analyst,accountant,analyst,accountant,analyst,accountant
195,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant,accountant
196,worker,construction,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,worker,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,worker,receptionist,receptionist,receptionist,construction,receptionist,construction,receptionist,construction,receptionist
197,receptionist,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,construction,receptionist,worker,receptionist,worker,receptionist,intelligent,receptionist,worker,receptionist,the,receptionist,worker,receptionist,construction,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,receptionist,construction,receptionist,construction
